image_id,filename,split,image_path,semantic_mask_path,overall_mask_path,width,height,total_objects,raw_width,raw_height,exif_orientation,camera_make,camera_model,datetime_original,raw_bytes,release_bytes,raw_sha256,release_sha256,overall_mask_pixels,union_mismatch_pixels,overlap_pixels,source_mask_ambiguous_pixels,brightness_mean,brightness_std,sharpness_laplacian_var,saturation_mean,green_immature_objects,green_immature_mask_path,green_immature_mask_pixels,green_immature_component_count,green_immature_coverage_percent,pale_pink_objects,pale_pink_mask_path,pale_pink_mask_pixels,pale_pink_component_count,pale_pink_coverage_percent,pink_turns_purple_objects,pink_turns_purple_mask_path,pink_turns_purple_mask_pixels,pink_turns_purple_component_count,pink_turns_purple_coverage_percent,fully_ripe_objects,fully_ripe_mask_path,fully_ripe_mask_pixels,fully_ripe_component_count,fully_ripe_coverage_percent,over_ripe_objects,over_ripe_mask_path,over_ripe_mask_pixels,over_ripe_component_count,over_ripe_coverage_percent
20260430_110250,20260430_110250.jpg,train,dataset/images/20260430_110250.jpg,dataset/masks_semantic/20260430_110250.png,dataset/masks_overall/20260430_110250.png,3000,4000,106,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:02:50,3889387,4030243,f783189187fd6e730ce4733c997a427bdaa3bfc0dd455a73e61d7619802e724a,2ede291b023236c465c18f1d1186af49668eb6ca97a85e92e7fb1a71dc8706ab,576074,22,0,153010,100.98089599609375,49.49006271362305,2589.471923828125,128.316650390625,87,dataset/masks_binary/green_immature/20260430_110250.png,277905,90,2.3158749999999997,1,dataset/masks_binary/pale_pink/20260430_110250.png,32861,1,0.27384166666666665,1,dataset/masks_binary/pink_turns_purple/20260430_110250.png,2301,1,0.019175,17,dataset/masks_binary/fully_ripe/20260430_110250.png,263029,19,2.191908333333333,0,dataset/masks_binary/over_ripe/20260430_110250.png,0,0,0.0
20260430_110309,20260430_110309.jpg,train,dataset/images/20260430_110309.jpg,dataset/masks_semantic/20260430_110309.png,dataset/masks_overall/20260430_110309.png,3000,4000,38,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:03:09,3303903,3216317,c699fc62b34f769d7de84d86e4b9a3f34f2cc0bd3e15662fdba9b12fa8d47ba3,8f3b6966953a68883def26abc31e52869af9f1422b402c7d8b571dbfea8b239b,375326,0,0,76992,109.32584381103516,53.92819595336914,518.75927734375,90.29341888427734,34,dataset/masks_binary/green_immature/20260430_110309.png,308508,34,2.5709,0,dataset/masks_binary/pale_pink/20260430_110309.png,0,0,0.0,1,dataset/masks_binary/pink_turns_purple/20260430_110309.png,30135,1,0.251125,3,dataset/masks_binary/fully_ripe/20260430_110309.png,36683,3,0.30569166666666664,0,dataset/masks_binary/over_ripe/20260430_110309.png,0,0,0.0
20260430_110312,20260430_110312.jpg,train,dataset/images/20260430_110312.jpg,dataset/masks_semantic/20260430_110312.png,dataset/masks_overall/20260430_110312.png,3000,4000,19,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:03:12,3165000,3043634,771273edd3d79cd903a0e31f927fff10d20a1b75c633f735c5b42374e781d58e,3497ff49829617a09ab252727a6b5504c3cca8d73698b684cce6433822cbe0cf,577044,9,0,74822,105.2848892211914,58.475399017333984,424.3863830566406,91.8968505859375,8,dataset/masks_binary/green_immature/20260430_110312.png,228692,8,1.9057666666666666,1,dataset/masks_binary/pale_pink/20260430_110312.png,23882,1,0.19901666666666665,2,dataset/masks_binary/pink_turns_purple/20260430_110312.png,56852,2,0.47376666666666667,8,dataset/masks_binary/fully_ripe/20260430_110312.png,267627,9,2.230225,0,dataset/masks_binary/over_ripe/20260430_110312.png,0,0,0.0
20260430_110315,20260430_110315.jpg,train,dataset/images/20260430_110315.jpg,dataset/masks_semantic/20260430_110315.png,dataset/masks_overall/20260430_110315.png,3000,4000,13,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:03:15,3250957,3162920,42bbadc3f20007cffd86ba230b3d81f5ad80058a1d1ac479b5f67516bab7cc44,b4bbd6ff0dbe02507e27f7250897876907a3192094a435a1f6eab49d1de33977,219797,2,0,40491,109.14056396484375,56.62628173828125,556.86572265625,86.47610473632812,2,dataset/masks_binary/green_immature/20260430_110315.png,58104,2,0.4842,0,dataset/masks_binary/pale_pink/20260430_110315.png,0,0,0.0,2,dataset/masks_binary/pink_turns_purple/20260430_110315.png,63077,2,0.5256416666666667,9,dataset/masks_binary/fully_ripe/20260430_110315.png,98618,10,0.8218166666666668,0,dataset/masks_binary/over_ripe/20260430_110315.png,0,0,0.0
20260430_110322,20260430_110322.jpg,train,dataset/images/20260430_110322.jpg,dataset/masks_semantic/20260430_110322.png,dataset/masks_overall/20260430_110322.png,3000,4000,22,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:03:22,3788158,3750517,f9de5509eb64098d44fa03ff21ed0e217a58e4bd60f35c021362ff1938f52380,dfc14d39531707c6382ea30c42b701e0c4a064be8a921e9e9ccd8f39a4f6f8db,583762,0,0,69509,116.63227081298828,49.54090881347656,691.3969116210938,156.3214111328125,12,dataset/masks_binary/green_immature/20260430_110322.png,107024,12,0.8918666666666667,1,dataset/masks_binary/pale_pink/20260430_110322.png,49068,1,0.4089,0,dataset/masks_binary/pink_turns_purple/20260430_110322.png,0,0,0.0,9,dataset/masks_binary/fully_ripe/20260430_110322.png,427670,11,3.5639166666666666,0,dataset/masks_binary/over_ripe/20260430_110322.png,0,0,0.0
20260430_110332,20260430_110332.jpg,val,dataset/images/20260430_110332.jpg,dataset/masks_semantic/20260430_110332.png,dataset/masks_overall/20260430_110332.png,3000,4000,20,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:03:32,3326977,3254867,bc24659e2ae9c708e5b13aeeebabcf9c23cb0dd490da0131cb11ccb3d1f0e66d,38b44e34d6cb31d2543e81b181cced742096f47e08dc2208affd2c37aa002a53,480459,0,0,64029,106.703125,47.93352127075195,459.5478210449219,136.47109985351562,14,dataset/masks_binary/green_immature/20260430_110332.png,182263,14,1.5188583333333334,1,dataset/masks_binary/pale_pink/20260430_110332.png,131808,1,1.0984,0,dataset/masks_binary/pink_turns_purple/20260430_110332.png,0,0,0.0,5,dataset/masks_binary/fully_ripe/20260430_110332.png,166388,5,1.3865666666666667,0,dataset/masks_binary/over_ripe/20260430_110332.png,0,0,0.0
20260430_110337,20260430_110337.jpg,train,dataset/images/20260430_110337.jpg,dataset/masks_semantic/20260430_110337.png,dataset/masks_overall/20260430_110337.png,3000,4000,22,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:03:37,3725264,3699004,b7f93a859e86c2f915d5b7f9070b6c6a00c1ee19df2064235c3046f92682bb2c,97c08f6210ab8d2a6a8df46c00d7dfa964a64fea160ac22492073d783d773319,419750,0,0,62155,112.7653579711914,49.75343322753906,687.3829956054688,160.74305725097656,19,dataset/masks_binary/green_immature/20260430_110337.png,262823,19,2.1901916666666668,1,dataset/masks_binary/pale_pink/20260430_110337.png,51674,1,0.43061666666666665,0,dataset/masks_binary/pink_turns_purple/20260430_110337.png,0,0,0.0,2,dataset/masks_binary/fully_ripe/20260430_110337.png,105253,3,0.8771083333333334,0,dataset/masks_binary/over_ripe/20260430_110337.png,0,0,0.0
20260430_110351,20260430_110351.jpg,train,dataset/images/20260430_110351.jpg,dataset/masks_semantic/20260430_110351.png,dataset/masks_overall/20260430_110351.png,3000,4000,28,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:03:51,3633766,3691932,3dd9325d0da6208dbe694db3915b6fb306fb6f57c11fb2c5def8a78c720cdda5,27522148e3f56392a959a2ba0cd0af30385fec2b59afb4489930b62cfb62a8ce,263284,18,0,58387,101.87218475341797,46.00706481933594,866.5891723632812,140.6413116455078,17,dataset/masks_binary/green_immature/20260430_110351.png,131888,18,1.0990666666666666,1,dataset/masks_binary/pale_pink/20260430_110351.png,18768,1,0.1564,2,dataset/masks_binary/pink_turns_purple/20260430_110351.png,20242,3,0.16868333333333332,8,dataset/masks_binary/fully_ripe/20260430_110351.png,92404,8,0.7700333333333333,0,dataset/masks_binary/over_ripe/20260430_110351.png,0,0,0.0
20260430_110358,20260430_110358.jpg,train,dataset/images/20260430_110358.jpg,dataset/masks_semantic/20260430_110358.png,dataset/masks_overall/20260430_110358.png,3000,4000,31,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:03:58,3599305,3652590,5aaa3386f95575bd3c8eebca72ef148b75f9a7d206a1aa1ce44fbdd417cb7e6c,7285be5ee0b4a76b4e7bc1193d98cf82d3c46d6b5d5dffa3515ef37938caac24,371291,1,0,73263,103.56652069091797,48.56601333618164,855.5598754882812,131.6965789794922,22,dataset/masks_binary/green_immature/20260430_110358.png,197534,22,1.6461166666666665,1,dataset/masks_binary/pale_pink/20260430_110358.png,4494,1,0.03745,3,dataset/masks_binary/pink_turns_purple/20260430_110358.png,87962,6,0.7330166666666666,5,dataset/masks_binary/fully_ripe/20260430_110358.png,81302,5,0.6775166666666667,0,dataset/masks_binary/over_ripe/20260430_110358.png,0,0,0.0
20260430_110404,20260430_110404.jpg,train,dataset/images/20260430_110404.jpg,dataset/masks_semantic/20260430_110404.png,dataset/masks_overall/20260430_110404.png,3000,4000,21,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:04:04,3391245,3357092,39857a4c6d2779d97dffb6b89ed55b5698b9aa3bbf129f692a8b70a669636c2a,f59f0eadfce4ebd639d5b0d76dcd90201174e7cdd68f76ee7c5c9e1de3611eb4,155766,0,0,39294,103.19942474365234,50.43984603881836,721.48193359375,139.6380615234375,18,dataset/masks_binary/green_immature/20260430_110404.png,109280,20,0.9106666666666667,2,dataset/masks_binary/pale_pink/20260430_110404.png,44660,2,0.37216666666666665,0,dataset/masks_binary/pink_turns_purple/20260430_110404.png,0,0,0.0,1,dataset/masks_binary/fully_ripe/20260430_110404.png,1826,1,0.015216666666666667,0,dataset/masks_binary/over_ripe/20260430_110404.png,0,0,0.0
20260430_110410,20260430_110410.jpg,train,dataset/images/20260430_110410.jpg,dataset/masks_semantic/20260430_110410.png,dataset/masks_overall/20260430_110410.png,3000,4000,10,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:04:10,3263862,3140756,fc69319340cc37affef5342020209fade09271f7fe1fdb30a480d7f8b672f09f,8f25e268746c6113239b821a6bd5471b61cd5223ee9f4e0fb720dc861ee4851a,252601,0,0,38619,109.11663818359375,56.83662033081055,407.1537780761719,102.96111297607422,4,dataset/masks_binary/green_immature/20260430_110410.png,52661,4,0.43884166666666663,1,dataset/masks_binary/pale_pink/20260430_110410.png,63532,1,0.5294333333333333,0,dataset/masks_binary/pink_turns_purple/20260430_110410.png,0,0,0.0,5,dataset/masks_binary/fully_ripe/20260430_110410.png,136408,6,1.1367333333333334,0,dataset/masks_binary/over_ripe/20260430_110410.png,0,0,0.0
20260430_110416,20260430_110416.jpg,test,dataset/images/20260430_110416.jpg,dataset/masks_semantic/20260430_110416.png,dataset/masks_overall/20260430_110416.png,3000,4000,43,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:04:15,3197429,3127623,b585d17ad30f1df7642ed997821c575e481c2a6c2ad7ce7ac764949ab58908e5,15e88d0cd0ad10bcd8a0d6641553f4b4b14a1648587b566264e4a1e8b87f2fa5,352563,1,0,87111,98.62176513671875,59.35150146484375,570.9808959960938,103.7206802368164,29,dataset/masks_binary/green_immature/20260430_110416.png,213837,29,1.7819749999999999,0,dataset/masks_binary/pale_pink/20260430_110416.png,0,0,0.0,1,dataset/masks_binary/pink_turns_purple/20260430_110416.png,1247,1,0.010391666666666667,13,dataset/masks_binary/fully_ripe/20260430_110416.png,137480,13,1.1456666666666666,0,dataset/masks_binary/over_ripe/20260430_110416.png,0,0,0.0
20260430_110420,20260430_110420.jpg,train,dataset/images/20260430_110420.jpg,dataset/masks_semantic/20260430_110420.png,dataset/masks_overall/20260430_110420.png,3000,4000,29,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:04:20,3713357,3775264,78625defa308f17217254e37924c31d1fc236a7ce6355135c900b9de3cf66b0c,d6d290d85c01a580de774549206f46a00a7d8cea896f14c0ba74bc376659fa23,410608,1,0,72372,103.48270416259766,53.38163375854492,1103.7103271484375,109.8012924194336,10,dataset/masks_binary/green_immature/20260430_110420.png,67435,10,0.5619583333333333,1,dataset/masks_binary/pale_pink/20260430_110420.png,20266,1,0.16888333333333333,0,dataset/masks_binary/pink_turns_purple/20260430_110420.png,0,0,0.0,18,dataset/masks_binary/fully_ripe/20260430_110420.png,322908,21,2.6909,0,dataset/masks_binary/over_ripe/20260430_110420.png,0,0,0.0
20260430_110428,20260430_110428.jpg,val,dataset/images/20260430_110428.jpg,dataset/masks_semantic/20260430_110428.png,dataset/masks_overall/20260430_110428.png,3000,4000,22,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:04:28,3318849,3283551,3a93248d8837cc08def0a5e3585b158fc26bd26a99af9675c3be1bee6c05865f,52b8604defc8e6da1fd138e8c715a0a08ef3264967dc486b45b9babc84629c92,311596,2,0,46972,101.82808685302734,56.222877502441406,571.7688598632812,111.66830444335938,10,dataset/masks_binary/green_immature/20260430_110428.png,25486,11,0.21238333333333334,1,dataset/masks_binary/pale_pink/20260430_110428.png,60799,1,0.5066583333333333,1,dataset/masks_binary/pink_turns_purple/20260430_110428.png,2007,1,0.016725,10,dataset/masks_binary/fully_ripe/20260430_110428.png,223306,10,1.8608833333333334,0,dataset/masks_binary/over_ripe/20260430_110428.png,0,0,0.0
20260430_110434,20260430_110434.jpg,train,dataset/images/20260430_110434.jpg,dataset/masks_semantic/20260430_110434.png,dataset/masks_overall/20260430_110434.png,3000,4000,56,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:04:34,3521073,3557558,c9418f9592e7affa2f809ae58e8e4e4b18ca8cc5699a488cf963ef2ba3f2051c,14e5580d04989b471f3be14f34123a12b019573e5f32223053c63c98625e14af,570802,6,0,120603,115.9447021484375,50.386497497558594,1037.0067138671875,137.59495544433594,28,dataset/masks_binary/green_immature/20260430_110434.png,205889,31,1.7157416666666667,6,dataset/masks_binary/pale_pink/20260430_110434.png,101705,6,0.8475416666666666,3,dataset/masks_binary/pink_turns_purple/20260430_110434.png,45185,4,0.37654166666666666,19,dataset/masks_binary/fully_ripe/20260430_110434.png,218029,21,1.8169083333333331,0,dataset/masks_binary/over_ripe/20260430_110434.png,0,0,0.0
20260430_110438,20260430_110438.jpg,train,dataset/images/20260430_110438.jpg,dataset/masks_semantic/20260430_110438.png,dataset/masks_overall/20260430_110438.png,3000,4000,51,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:04:38,3424212,3383696,869c958804008e917c0827ae0ebf06f6eaa2a9c365778ee9eb937acdc95fb5df,ce41ced8f995ebef5af25c79ebb3660b49048d46d635c2550fc8a3c5fee63a34,418942,1,0,103818,106.4659423828125,53.613739013671875,688.8251342773438,137.03636169433594,43,dataset/masks_binary/green_immature/20260430_110438.png,356321,45,2.9693416666666668,1,dataset/masks_binary/pale_pink/20260430_110438.png,16470,1,0.13725,0,dataset/masks_binary/pink_turns_purple/20260430_110438.png,0,0,0.0,7,dataset/masks_binary/fully_ripe/20260430_110438.png,46152,8,0.3846,0,dataset/masks_binary/over_ripe/20260430_110438.png,0,0,0.0
20260430_110453,20260430_110453.jpg,test,dataset/images/20260430_110453.jpg,dataset/masks_semantic/20260430_110453.png,dataset/masks_overall/20260430_110453.png,3000,4000,87,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:04:53,4111186,4251644,47f417461b5cc71345c35c4817a5bfe5c47c269efc9e87e5b712b222723fe70d,15cecc3d1deca9ad722fef0af02bb121482122382412409e80623f6f4affda1d,1186891,30,0,220572,109.90726470947266,50.26774597167969,1739.50732421875,143.4705352783203,57,dataset/masks_binary/green_immature/20260430_110453.png,546683,62,4.555691666666667,4,dataset/masks_binary/pale_pink/20260430_110453.png,44858,4,0.37381666666666663,1,dataset/masks_binary/pink_turns_purple/20260430_110453.png,30137,1,0.25114166666666665,25,dataset/masks_binary/fully_ripe/20260430_110453.png,565225,27,4.710208333333334,0,dataset/masks_binary/over_ripe/20260430_110453.png,0,0,0.0
20260430_110502,20260430_110502.jpg,train,dataset/images/20260430_110502.jpg,dataset/masks_semantic/20260430_110502.png,dataset/masks_overall/20260430_110502.png,3000,4000,16,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:05:01,3357296,3274454,e40a58fa0dfd3e3fd1ce95748310f752c551339db61264afe971aca74382dd68,2954bf588b86971ab36d14fbeaa981d77f14edf97eb686d2498be9fb0242266b,461690,0,0,61110,105.22076416015625,51.45579528808594,431.8840026855469,122.671875,6,dataset/masks_binary/green_immature/20260430_110502.png,97675,6,0.8139583333333333,0,dataset/masks_binary/pale_pink/20260430_110502.png,0,0,0.0,0,dataset/masks_binary/pink_turns_purple/20260430_110502.png,0,0,0.0,10,dataset/masks_binary/fully_ripe/20260430_110502.png,364015,10,3.0334583333333334,0,dataset/masks_binary/over_ripe/20260430_110502.png,0,0,0.0
20260430_110507,20260430_110507.jpg,train,dataset/images/20260430_110507.jpg,dataset/masks_semantic/20260430_110507.png,dataset/masks_overall/20260430_110507.png,3000,4000,32,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:05:07,3194329,3121268,4af72744e74c24837c08a42fae478dd7a4e86992d1abcaec69ec4ad6c0d80dd2,33751fd6b095a053b702ed9df1df56cb96da92a89e960c2ef5ae3c2165fbd688,651934,3,0,103232,111.78964233398438,58.860443115234375,569.1624145507812,115.3960189819336,21,dataset/masks_binary/green_immature/20260430_110507.png,298302,21,2.4858499999999997,0,dataset/masks_binary/pale_pink/20260430_110507.png,0,0,0.0,0,dataset/masks_binary/pink_turns_purple/20260430_110507.png,0,0,0.0,11,dataset/masks_binary/fully_ripe/20260430_110507.png,353635,15,2.9469583333333333,0,dataset/masks_binary/over_ripe/20260430_110507.png,0,0,0.0
20260430_110513,20260430_110513.jpg,train,dataset/images/20260430_110513.jpg,dataset/masks_semantic/20260430_110513.png,dataset/masks_overall/20260430_110513.png,3000,4000,15,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:05:13,3601909,3661036,1d248a0695cef845a956954d65d453dd45aa0010e3ece1506c279a896980fffc,dde25ef1ab62376b79c155f7f5c2f11165205455f51a8c8896c41e56cc939bbc,285316,2,0,45687,102.60015869140625,49.72500228881836,1095.74267578125,124.45709228515625,9,dataset/masks_binary/green_immature/20260430_110513.png,147157,9,1.2263083333333333,0,dataset/masks_binary/pale_pink/20260430_110513.png,0,0,0.0,2,dataset/masks_binary/pink_turns_purple/20260430_110513.png,59831,2,0.49859166666666666,4,dataset/masks_binary/fully_ripe/20260430_110513.png,78330,4,0.65275,0,dataset/masks_binary/over_ripe/20260430_110513.png,0,0,0.0
20260430_110517,20260430_110517.jpg,train,dataset/images/20260430_110517.jpg,dataset/masks_semantic/20260430_110517.png,dataset/masks_overall/20260430_110517.png,3000,4000,28,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:05:17,4065859,4210534,6d8f1fd654eb15df6d19091174c0a2e8f1e7a6b74e739536222935b6bd9d8abd,87f90e1dbebe4430caf7a75d97b3edd232ecf828f83a27fcc7c5e2f41c3c8fee,265211,0,0,60257,109.42864990234375,46.72905349731445,1477.4183349609375,146.2716827392578,25,dataset/masks_binary/green_immature/20260430_110517.png,215603,25,1.7966916666666666,2,dataset/masks_binary/pale_pink/20260430_110517.png,42616,3,0.35513333333333336,0,dataset/masks_binary/pink_turns_purple/20260430_110517.png,0,0,0.0,1,dataset/masks_binary/fully_ripe/20260430_110517.png,6992,1,0.05826666666666667,0,dataset/masks_binary/over_ripe/20260430_110517.png,0,0,0.0
20260430_110525,20260430_110525.jpg,train,dataset/images/20260430_110525.jpg,dataset/masks_semantic/20260430_110525.png,dataset/masks_overall/20260430_110525.png,3000,4000,20,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:05:25,3983267,4042027,1b81a1a43c8e15df6f9884cc0999a8ce4fa04e073e63d7feecac9766280d2b5e,465ef4d528b5b6f021885b32e216409b85466e09e898084c97c00355f2369dc0,259530,0,0,47746,119.0108413696289,47.099647521972656,1137.5599365234375,158.35182189941406,13,dataset/masks_binary/green_immature/20260430_110525.png,107443,14,0.8953583333333333,1,dataset/masks_binary/pale_pink/20260430_110525.png,16612,1,0.13843333333333332,1,dataset/masks_binary/pink_turns_purple/20260430_110525.png,4823,1,0.04019166666666667,5,dataset/masks_binary/fully_ripe/20260430_110525.png,130652,5,1.0887666666666667,0,dataset/masks_binary/over_ripe/20260430_110525.png,0,0,0.0
20260430_110529,20260430_110529.jpg,train,dataset/images/20260430_110529.jpg,dataset/masks_semantic/20260430_110529.png,dataset/masks_overall/20260430_110529.png,3000,4000,16,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:05:28,3626780,3649636,987c55560186d32bf0e154230d557da3bf2fb36fc9229e57c27c4036fe3c047c,8deca150f6952c608f42c6a63091f43abfe9faa79c94d0f7aa6f676347f487bc,262087,6,0,45007,109.9251708984375,46.4178466796875,821.3283081054688,141.6555633544922,14,dataset/masks_binary/green_immature/20260430_110529.png,182941,17,1.5245083333333334,0,dataset/masks_binary/pale_pink/20260430_110529.png,0,0,0.0,1,dataset/masks_binary/pink_turns_purple/20260430_110529.png,36236,1,0.30196666666666666,1,dataset/masks_binary/fully_ripe/20260430_110529.png,42916,1,0.3576333333333333,0,dataset/masks_binary/over_ripe/20260430_110529.png,0,0,0.0
20260430_110609,20260430_110609.jpg,train,dataset/images/20260430_110609.jpg,dataset/masks_semantic/20260430_110609.png,dataset/masks_overall/20260430_110609.png,3000,4000,20,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:06:09,3797756,3856490,5afbfb70eb3194dc37863791611b18bfab7030c20d5b76a540bb3fdcdc62d181,68f01fbe2cc97fb3938dfddb60f2298f939eef985f91733cff71743600f81e23,442361,2,0,68256,112.78244018554688,47.73515319824219,1093.9871826171875,151.2179412841797,11,dataset/masks_binary/green_immature/20260430_110609.png,211994,11,1.7666166666666667,1,dataset/masks_binary/pale_pink/20260430_110609.png,53395,1,0.44495833333333334,3,dataset/masks_binary/pink_turns_purple/20260430_110609.png,74072,3,0.6172666666666666,5,dataset/masks_binary/fully_ripe/20260430_110609.png,102902,5,0.8575166666666667,0,dataset/masks_binary/over_ripe/20260430_110609.png,0,0,0.0
20260430_110616,20260430_110616.jpg,train,dataset/images/20260430_110616.jpg,dataset/masks_semantic/20260430_110616.png,dataset/masks_overall/20260430_110616.png,3000,4000,24,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:06:16,3434867,3435815,e64f4247e8cc43b1c9bdf927435856049145a042b9bfa355361294d9173acac9,cd11fc38fc29d82ea3352707c4b694f7ee4de089a430faae9c30c78b0471d1df,543472,16,0,70007,110.4092788696289,50.85875701904297,820.90478515625,137.05540466308594,13,dataset/masks_binary/green_immature/20260430_110616.png,112373,13,0.9364416666666666,0,dataset/masks_binary/pale_pink/20260430_110616.png,0,0,0.0,2,dataset/masks_binary/pink_turns_purple/20260430_110616.png,101000,2,0.8416666666666666,9,dataset/masks_binary/fully_ripe/20260430_110616.png,330089,10,2.7507416666666664,0,dataset/masks_binary/over_ripe/20260430_110616.png,0,0,0.0
20260430_110621,20260430_110621.jpg,train,dataset/images/20260430_110621.jpg,dataset/masks_semantic/20260430_110621.png,dataset/masks_overall/20260430_110621.png,3000,4000,28,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:06:22,3310932,3425846,9212548563e8b75c4cef2ac06219a79294d1d536b2bd1a2d76725fbc7433fc5f,ac5f06e6c2089926315ade60c9d41110ab4d35860c5d55157d122754f087c091,576948,4,0,86674,100.4509048461914,48.13412857055664,963.8496704101562,148.15293884277344,19,dataset/masks_binary/green_immature/20260430_110621.png,276335,20,2.3027916666666663,1,dataset/masks_binary/pale_pink/20260430_110621.png,10133,1,0.08444166666666666,2,dataset/masks_binary/pink_turns_purple/20260430_110621.png,87452,2,0.7287666666666667,6,dataset/masks_binary/fully_ripe/20260430_110621.png,203032,7,1.6919333333333335,0,dataset/masks_binary/over_ripe/20260430_110621.png,0,0,0.0
20260430_110635,20260430_110635.jpg,test,dataset/images/20260430_110635.jpg,dataset/masks_semantic/20260430_110635.png,dataset/masks_overall/20260430_110635.png,3000,4000,30,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:06:35,3741150,3736281,be6c3b2140240efe4b202282b8fdce4ce4de4ef39330bbbbe2e64d5ea0ebca2e,b270bcc0c0c612f41b37feefeaef3f7b66566cfe2c521c3065d93bef34598037,794250,4,0,114844,109.13021087646484,41.17906951904297,719.2555541992188,156.3345947265625,24,dataset/masks_binary/green_immature/20260430_110635.png,519278,25,4.3273166666666665,0,dataset/masks_binary/pale_pink/20260430_110635.png,0,0,0.0,1,dataset/masks_binary/pink_turns_purple/20260430_110635.png,2735,1,0.022791666666666665,1,dataset/masks_binary/fully_ripe/20260430_110635.png,16373,1,0.13644166666666668,4,dataset/masks_binary/over_ripe/20260430_110635.png,255868,5,2.132233333333333
20260430_110639,20260430_110639.jpg,test,dataset/images/20260430_110639.jpg,dataset/masks_semantic/20260430_110639.png,dataset/masks_overall/20260430_110639.png,3000,4000,27,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:06:39,3789384,3756112,8cb7a0a91085a1d948186ddc57a0eb877dd674102523316d664d0a779d507852,c508523d665697629cd78465def37a45820cff3fc85382e585798830d6a1a73b,1341312,18,0,129313,118.6083984375,41.60444641113281,733.2488403320312,139.98866271972656,15,dataset/masks_binary/green_immature/20260430_110639.png,792168,15,6.6014,0,dataset/masks_binary/pale_pink/20260430_110639.png,0,0,0.0,0,dataset/masks_binary/pink_turns_purple/20260430_110639.png,0,0,0.0,12,dataset/masks_binary/fully_ripe/20260430_110639.png,549142,14,4.576183333333334,0,dataset/masks_binary/over_ripe/20260430_110639.png,0,0,0.0
20260430_110647,20260430_110647.jpg,val,dataset/images/20260430_110647.jpg,dataset/masks_semantic/20260430_110647.png,dataset/masks_overall/20260430_110647.png,3000,4000,60,4000,3000,6,samsung,Galaxy S24 Ultra,2026:04:30 11:06:47,3919329,4003155,ee5e7347ab24de0372b260b72977f5089dc057d26d89a50f102af7ac0120919f,f4ddf5698bf888eb3614af0afb066314553b8d9371ed3ddf86d6fb0c9d7abd52,777529,10,0,145648,116.8033218383789,47.29304885864258,1482.6556396484375,149.24143981933594,37,dataset/masks_binary/green_immature/20260430_110647.png,288538,37,2.4044833333333333,1,dataset/masks_binary/pale_pink/20260430_110647.png,26305,1,0.2192083333333333,0,dataset/masks_binary/pink_turns_purple/20260430_110647.png,0,0,0.0,20,dataset/masks_binary/fully_ripe/20260430_110647.png,395682,20,3.2973500000000002,2,dataset/masks_binary/over_ripe/20260430_110647.png,67014,2,0.55845
