image_id,filename,source_set,source_modality,metadata_source,filename_datetime,split,image_path,semantic_mask_path,overall_mask_path,width,height,total_objects,raw_width,raw_height,exif_orientation,camera_make,camera_model,datetime_original,raw_bytes,release_bytes,raw_sha256,release_sha256,overall_mask_pixels,union_mismatch_pixels,overlap_pixels,source_mask_ambiguous_pixels,brightness_mean,brightness_std,sharpness_laplacian_var,saturation_mean,green_immature_objects,green_immature_mask_path,green_immature_mask_pixels,green_immature_component_count,green_immature_coverage_percent,pale_pink_objects,pale_pink_mask_path,pale_pink_mask_pixels,pale_pink_component_count,pale_pink_coverage_percent,pink_turns_purple_objects,pink_turns_purple_mask_path,pink_turns_purple_mask_pixels,pink_turns_purple_component_count,pink_turns_purple_coverage_percent,fully_ripe_objects,fully_ripe_mask_path,fully_ripe_mask_pixels,fully_ripe_component_count,fully_ripe_coverage_percent,over_ripe_objects,over_ripe_mask_path,over_ripe_mask_pixels,over_ripe_component_count,over_ripe_coverage_percent
00095_20260212_161655_f00001253_t000041.771s,00095_20260212_161655_f00001253_t000041.771s.jpg,frames_set_1,video_frame,filename_derived,2026:02:12 16:16:55,train,dataset/images/00095_20260212_161655_f00001253_t000041.771s.jpg,dataset/masks_semantic/00095_20260212_161655_f00001253_t000041.771s.png,dataset/masks_overall/00095_20260212_161655_f00001253_t000041.771s.png,4320,7680,170,4320,7680,1,,video frame,2026:02:12 16:16:55,6602965,6512545,b18fa153479ae08587724962d01ee44b199c27fa3cefbd8c45a52e10ce1e86ea,41fe182d85d747a501acd8eddae0a169bca57feed677f0601dbaa8becc1f50ac,2304632,0,38,0,105.0676498413086,59.19770050048828,3171.16650390625,121.83515167236328,116,dataset/masks_binary/green_immature/00095_20260212_161655_f00001253_t000041.771s.png,1510322,73,4.552234037422839,1,dataset/masks_binary/pale_pink/00095_20260212_161655_f00001253_t000041.771s.png,31399,1,0.0946391541280864,2,dataset/masks_binary/pink_turns_purple/00095_20260212_161655_f00001253_t000041.771s.png,5402,2,0.0162820698302469,15,dataset/masks_binary/fully_ripe/00095_20260212_161655_f00001253_t000041.771s.png,134939,16,0.4067171826774691,36,dataset/masks_binary/over_ripe/00095_20260212_161655_f00001253_t000041.771s.png,622608,30,1.876591435185185
00101_20260212_161655_f00001342_t000044.738s,00101_20260212_161655_f00001342_t000044.738s.jpg,frames_set_1,video_frame,filename_derived,2026:02:12 16:16:55,train,dataset/images/00101_20260212_161655_f00001342_t000044.738s.jpg,dataset/masks_semantic/00101_20260212_161655_f00001342_t000044.738s.png,dataset/masks_overall/00101_20260212_161655_f00001342_t000044.738s.png,4320,7680,143,4320,7680,1,,video frame,2026:02:12 16:16:55,5742871,5706612,22d7113db39b344bbcf3ed40c6f97b6497f56ffcda408e0587a87ccebd6f87f2,bf5d376ec5cadeda748aef04d7dded640fa46af7a1ffc8a2c5fa537034b8d03b,1477160,0,28,0,105.6568832397461,59.75103759765625,2584.9189453125,118.33517456054688,102,dataset/masks_binary/green_immature/00101_20260212_161655_f00001342_t000044.738s.png,1047114,69,3.156087239583333,2,dataset/masks_binary/pale_pink/00101_20260212_161655_f00001342_t000044.738s.png,27268,2,0.0821879822530864,8,dataset/masks_binary/pink_turns_purple/00101_20260212_161655_f00001342_t000044.738s.png,214909,8,0.647753303433642,9,dataset/masks_binary/fully_ripe/00101_20260212_161655_f00001342_t000044.738s.png,50684,12,0.1527657214506173,22,dataset/masks_binary/over_ripe/00101_20260212_161655_f00001342_t000044.738s.png,137213,18,0.4135712046682099
00104_20260212_161655_f00001388_t000046.271s,00104_20260212_161655_f00001388_t000046.271s.jpg,frames_set_1,video_frame,filename_derived,2026:02:12 16:16:55,train,dataset/images/00104_20260212_161655_f00001388_t000046.271s.jpg,dataset/masks_semantic/00104_20260212_161655_f00001388_t000046.271s.png,dataset/masks_overall/00104_20260212_161655_f00001388_t000046.271s.png,4320,7680,209,4320,7680,1,,video frame,2026:02:12 16:16:55,6032168,5974433,94cb6c316ffedcafe4293fcc662e88cf85b4183b10095c8bb3d4944308016e1b,ed86434da3038847afa39c83dddb279172b8d44334f56f0f31b8eea52eaf650f,2970938,0,39,0,111.04497528076172,61.82923889160156,2962.947509765625,113.5619888305664,136,dataset/masks_binary/green_immature/00104_20260212_161655_f00001388_t000046.271s.png,1926244,65,5.805856963734568,6,dataset/masks_binary/pale_pink/00104_20260212_161655_f00001388_t000046.271s.png,97272,6,0.2931857638888889,14,dataset/masks_binary/pink_turns_purple/00104_20260212_161655_f00001388_t000046.271s.png,116458,14,0.3510139371141975,30,dataset/masks_binary/fully_ripe/00104_20260212_161655_f00001388_t000046.271s.png,612699,20,1.846724898726852,23,dataset/masks_binary/over_ripe/00104_20260212_161655_f00001388_t000046.271s.png,218304,20,0.657986111111111
00107_20260212_161655_f00001422_t000047.405s,00107_20260212_161655_f00001422_t000047.405s.jpg,frames_set_1,video_frame,filename_derived,2026:02:12 16:16:55,train,dataset/images/00107_20260212_161655_f00001422_t000047.405s.jpg,dataset/masks_semantic/00107_20260212_161655_f00001422_t000047.405s.png,dataset/masks_overall/00107_20260212_161655_f00001422_t000047.405s.png,4320,7680,202,4320,7680,1,,video frame,2026:02:12 16:16:55,6502285,6409188,d41f499638d5eca7a35416ad279098fce4b92b0485f32c70909d43dcfc872d76,238682454aa30d4191513248e1580c6f776da92433dbe1f8e0c0150fa1db9d63,2846841,0,20,0,113.91012573242188,59.50949096679688,3228.890380859375,114.86087036132812,121,dataset/masks_binary/green_immature/00107_20260212_161655_f00001422_t000047.405s.png,1713680,69,5.165171682098765,12,dataset/masks_binary/pale_pink/00107_20260212_161655_f00001422_t000047.405s.png,104442,12,0.314796730324074,13,dataset/masks_binary/pink_turns_purple/00107_20260212_161655_f00001422_t000047.405s.png,131394,13,0.3960322627314815,24,dataset/masks_binary/fully_ripe/00107_20260212_161655_f00001422_t000047.405s.png,533149,19,1.6069546923225309,32,dataset/masks_binary/over_ripe/00107_20260212_161655_f00001422_t000047.405s.png,364196,26,1.0977165316358026
00116_20260212_161655_f00001505_t000050.172s,00116_20260212_161655_f00001505_t000050.172s.jpg,frames_set_1,video_frame,filename_derived,2026:02:12 16:16:55,train,dataset/images/00116_20260212_161655_f00001505_t000050.172s.jpg,dataset/masks_semantic/00116_20260212_161655_f00001505_t000050.172s.png,dataset/masks_overall/00116_20260212_161655_f00001505_t000050.172s.png,4320,7680,135,4320,7680,1,,video frame,2026:02:12 16:16:55,6759335,6651649,5fb411e1e8214ebf964a8d2ecb775cb5d5011d4a1cc28bca5921cf71d9168f1e,95c07077e7ce74fa4a333b96acfb6ba950617351985f5c42840e93cfe581c8fb,1457676,0,9,0,122.75664520263672,64.27705383300781,3339.889404296875,134.9025115966797,95,dataset/masks_binary/green_immature/00116_20260212_161655_f00001505_t000050.172s.png,829874,58,2.5013081114969133,3,dataset/masks_binary/pale_pink/00116_20260212_161655_f00001505_t000050.172s.png,82841,3,0.2496895495756173,10,dataset/masks_binary/pink_turns_purple/00116_20260212_161655_f00001505_t000050.172s.png,128078,10,0.3860375675154321,18,dataset/masks_binary/fully_ripe/00116_20260212_161655_f00001505_t000050.172s.png,200682,15,0.6048719618055556,9,dataset/masks_binary/over_ripe/00116_20260212_161655_f00001505_t000050.172s.png,216210,7,0.6516746238425926
00118_20260212_161655_f00001544_t000051.472s,00118_20260212_161655_f00001544_t000051.472s.jpg,frames_set_1,video_frame,filename_derived,2026:02:12 16:16:55,train,dataset/images/00118_20260212_161655_f00001544_t000051.472s.jpg,dataset/masks_semantic/00118_20260212_161655_f00001544_t000051.472s.png,dataset/masks_overall/00118_20260212_161655_f00001544_t000051.472s.png,4320,7680,88,4320,7680,1,,video frame,2026:02:12 16:16:55,4812412,4797383,15f85d15bb702b59e899cc73438b8cce60192209c4d19efa8d3a03281052a444,13327fb5a29c66bde39a3085bc6c454380602d020294a9473e74d7c940dbd7b7,1042762,0,1,0,115.2618408203125,70.16342163085938,1492.94970703125,174.12164306640625,74,dataset/masks_binary/green_immature/00118_20260212_161655_f00001544_t000051.472s.png,735661,39,2.2173424238040123,1,dataset/masks_binary/pale_pink/00118_20260212_161655_f00001544_t000051.472s.png,25984,1,0.0783179012345679,6,dataset/masks_binary/pink_turns_purple/00118_20260212_161655_f00001544_t000051.472s.png,69661,6,0.2099639515817901,1,dataset/masks_binary/fully_ripe/00118_20260212_161655_f00001544_t000051.472s.png,4481,1,0.0135061005015432,6,dataset/masks_binary/over_ripe/00118_20260212_161655_f00001544_t000051.472s.png,206976,2,0.6238425925925926
00124_20260212_161655_f00001622_t000054.072s,00124_20260212_161655_f00001622_t000054.072s.jpg,frames_set_1,video_frame,filename_derived,2026:02:12 16:16:55,train,dataset/images/00124_20260212_161655_f00001622_t000054.072s.jpg,dataset/masks_semantic/00124_20260212_161655_f00001622_t000054.072s.png,dataset/masks_overall/00124_20260212_161655_f00001622_t000054.072s.png,4320,7680,188,4320,7680,1,,video frame,2026:02:12 16:16:55,6173187,6108552,75e5065c44dc2722ae76be531c64de59483315d5a310ff6868807d32b195b24d,5ff1b95284674961f8d4bd63cdd1650f9b08bf5d987fdf6521ac3f6e710ff738,2324881,0,10,0,117.287841796875,59.84323501586914,2961.60400390625,125.50767517089844,158,dataset/masks_binary/green_immature/00124_20260212_161655_f00001622_t000054.072s.png,1893923,94,5.708438826195987,0,dataset/masks_binary/pale_pink/00124_20260212_161655_f00001622_t000054.072s.png,0,0,0.0,4,dataset/masks_binary/pink_turns_purple/00124_20260212_161655_f00001622_t000054.072s.png,84920,4,0.2559558256172839,16,dataset/masks_binary/fully_ripe/00124_20260212_161655_f00001622_t000054.072s.png,216054,13,0.6512044270833333,10,dataset/masks_binary/over_ripe/00124_20260212_161655_f00001622_t000054.072s.png,129994,7,0.3918125482253086
00126_20260212_161655_f00001675_t000055.839s,00126_20260212_161655_f00001675_t000055.839s.jpg,frames_set_1,video_frame,filename_derived,2026:02:12 16:16:55,train,dataset/images/00126_20260212_161655_f00001675_t000055.839s.jpg,dataset/masks_semantic/00126_20260212_161655_f00001675_t000055.839s.png,dataset/masks_overall/00126_20260212_161655_f00001675_t000055.839s.png,4320,7680,117,4320,7680,1,,video frame,2026:02:12 16:16:55,5525893,5491702,60693b7460bc8586a5990e0aad0e0ea5f2337b4c2e2fbe8acc9145e624a15021,1935fbfb43c2cd870131629057c73c9c9f90deeb3601cec897008e05716e05fd,2371806,0,3,0,110.54281616210938,62.79720306396485,2244.4111328125,123.51988220214844,88,dataset/masks_binary/green_immature/00126_20260212_161655_f00001675_t000055.839s.png,1654099,46,4.98558967496142,5,dataset/masks_binary/pale_pink/00126_20260212_161655_f00001675_t000055.839s.png,19079,5,0.0575056664737654,2,dataset/masks_binary/pink_turns_purple/00126_20260212_161655_f00001675_t000055.839s.png,43993,2,0.1325985001929012,10,dataset/masks_binary/fully_ripe/00126_20260212_161655_f00001675_t000055.839s.png,193210,8,0.5823507426697531,12,dataset/masks_binary/over_ripe/00126_20260212_161655_f00001675_t000055.839s.png,461428,9,1.3907817322530864
00127_20260212_161655_f00001703_t000056.772s,00127_20260212_161655_f00001703_t000056.772s.jpg,frames_set_1,video_frame,filename_derived,2026:02:12 16:16:55,test,dataset/images/00127_20260212_161655_f00001703_t000056.772s.jpg,dataset/masks_semantic/00127_20260212_161655_f00001703_t000056.772s.png,dataset/masks_overall/00127_20260212_161655_f00001703_t000056.772s.png,4320,7680,155,4320,7680,1,,video frame,2026:02:12 16:16:55,5831695,5779170,3966b26886fec6f963127d1b7aff37dd383f937f08e4ca429eb30a76905cdcc3,b5b336b3ce324383244e4b707b4ec726e4f3a229e7611c491ed57dc01d6a4d26,2738015,0,21,0,113.5526885986328,60.47178649902344,2813.713134765625,113.02417755126952,108,dataset/masks_binary/green_immature/00127_20260212_161655_f00001703_t000056.772s.png,1727249,59,5.206069757908951,2,dataset/masks_binary/pale_pink/00127_20260212_161655_f00001703_t000056.772s.png,52488,2,0.158203125,7,dataset/masks_binary/pink_turns_purple/00127_20260212_161655_f00001703_t000056.772s.png,200200,7,0.6034191743827161,27,dataset/masks_binary/fully_ripe/00127_20260212_161655_f00001703_t000056.772s.png,510282,16,1.5380316840277777,11,dataset/masks_binary/over_ripe/00127_20260212_161655_f00001703_t000056.772s.png,247817,9,0.7469407069830246
00132_20260212_161655_f00001754_t000058.472s,00132_20260212_161655_f00001754_t000058.472s.jpg,frames_set_1,video_frame,filename_derived,2026:02:12 16:16:55,train,dataset/images/00132_20260212_161655_f00001754_t000058.472s.jpg,dataset/masks_semantic/00132_20260212_161655_f00001754_t000058.472s.png,dataset/masks_overall/00132_20260212_161655_f00001754_t000058.472s.png,4320,7680,181,4320,7680,1,,video frame,2026:02:12 16:16:55,5801244,5749085,8c29385d2c13e82388b4d5f942570d0271467c8073956a201c52ce64006a7de4,945236f956e3b159ff08f2c7026146622a5fe0bcf57ad40258cca0abd3affbde,3302464,0,14,0,117.12894439697266,62.61943435668945,2764.649658203125,103.19998168945312,157,dataset/masks_binary/green_immature/00132_20260212_161655_f00001754_t000058.472s.png,2726811,82,8.218831380208332,1,dataset/masks_binary/pale_pink/00132_20260212_161655_f00001754_t000058.472s.png,18315,1,0.0552029079861111,7,dataset/masks_binary/pink_turns_purple/00132_20260212_161655_f00001754_t000058.472s.png,159181,7,0.479784553433642,10,dataset/masks_binary/fully_ripe/00132_20260212_161655_f00001754_t000058.472s.png,225635,9,0.6800823447145061,6,dataset/masks_binary/over_ripe/00132_20260212_161655_f00001754_t000058.472s.png,172536,4,0.5200376157407407
